保單號,人員代號1,公司代號1,公司代號2,人員代號2
0091D001606,X00224,00,00,939756
0091D002687,X00224,00,00,049008
0591D000086,X00457,05,05,005592
0091D000406,X00224,00,00,049008
0091D002817,X00224,00,00,049008
0091D002778,X00224,00,00,049008
0291D000955,070149,02,02,070149
0891D000093,070629,08,08,992258
0091D002189,X00224,00,00,049008
0091D000219,X00224,00,00,049008
0291D000300,070149,02,02,939756
0291D000296,070149,02,02,939756
0091D000827,X00224,00,00,939756
0091D000265,X00224,00,00,049008
0091D003974,X01007,00,00,039268
0591D000102,X00457,05,05,005592
0091D000156,X00224,00,00,049008
0091D000347,X00224,00,00,049008
0291D000934,070149,02,02,939756
0091D003496,X01001,00,00,049010
0691D000258,007544,06,06,007935
0391D000146,050326,03,03,049008
0691D000344,007544,06,06,039365
0091D001653,X00224,00,00,939756
0891D000048,070629,08,08,070629
0291D000437,070149,02,02,939756
0191D000532,060925,01,01,060895
0191D000005,060925,01,01,049008
0291D000734,070149,02,02,939756
0091D001811,X00224,00,00,049008
0091D002172,X00224,00,00,049008
0091D001824,X00224,00,00,049008
0091D001485,X00224,00,00,939756
0291D000713,070149,02,02,939756
0091D001251,X00224,00,00,939756
0091D003489,X00224,00,00,939756
0091D000467,X00224,00,00,049008
0091D002157,X00224,00,00,049008
0091D000648,X00224,00,00,939756
0091D003507,X01007,00,00,049010
0091D001019,X00224,00,00,049008
0091D001944,X00224,00,00,039268
0091D002445,X00224,00,00,049008
0691D000338,009571,06,06,039365
0091D000792,X00224,00,00,939756
0091D000420,X00224,00,00,049008
0091D001970,X00224,00,00,049008
0091D002798,X00224,00,00,002895
0291D000277,070149,02,02,100111
0091D002643,X00224,00,00,049008
0291D000518,070149,02,02,939756
0191D000144,060925,01,01,049008
0691D000339,009571,06,06,006572
0691D000194,009105,06,06,006572
0291D000177,070149,02,02,939756
0091D003879,X01007,00,00,049010
0091D001403,X00224,00,00,939756
0691D000352,007544,06,06,005533
0091D001260,X00224,00,00,939756
0091D002095,X00224,00,00,049008
0091D000756,X00224,00,00,939756
0091D001867,X00224,00,00,049008
0291D000504,070149,02,02,939756
0191D000593,060925,01,01,096172
0191D000225,060925,01,01,049008
0191D000438,060925,01,01,094072
0591D000049,X00457,05,05,981540
0091D001606,X00224,00,00,939756
0091D003938,X01007,00,00,039268
0591D000126,X00457,05,05,981540
0291D000108,070220,02,02,070921
0291D000099,070220,02,02,070921
0291D000283,070149,02,02,100111
0591D000153,X00457,05,05,981540
0091D002034,X00224,00,00,049008
0191D000161,060925,01,01,049008
0091D000305,X00224,00,00,049008
0691D000324,007544,06,06,008036
0091D003970,X01007,00,00,039268
0091D003383,X01007,00,00,039268
0091D000842,X00224,00,00,939756
0091D003141,X00224,00,00,007811
0091D002041,X00224,00,00,049008
0291D000282,070149,02,02,939756
0691D000019,008907,06,06,049010
0391D000100,050326,03,03,049008
0191D000324,060925,01,01,049008
0591D000372,X00457,05,05,039268
0091D003854,X01007,00,00,049008
0291D000937,070149,02,02,939756
0291D000528,070149,02,02,005576
0591D000052,X00457,05,05,981540
0191D000469,060925,01,01,060283
0091D000585,X00224,00,00,939756
0591D000372,X00457,05,05,039268
0091D000218,X00224,00,00,049008
0191D000593,060925,01,01,096172
0091D000560,X00224,00,00,939756
0091D001302,X00224,00,00,939756
0191D000031,060925,01,01,063037
0091D002715,X00224,00,00,049008
0091D000244,X00224,00,00,049008
0091D002719,X00224,00,00,939756
0291D000401,070149,02,02,939756
0091D002859,X00224,00,00,049008
0091D003533,X00224,00,00,939756
0091D000134,X00224,00,00,049008
0091D002488,X00224,00,00,939756
0091D003751,X01007,00,00,049008
0091D002821,X00224,00,00,049008
0091D003221,X00224,00,00,939756
0091D002004,X00224,00,00,049008
0091D004186,X01007,00,00,049010
0191D000121,060925,01,01,049008
0091D003658,X00224,00,00,939756
0191D000083,060925,01,01,060364
0091D001679,X00224,00,00,939756
0091D003235,X01007,00,00,049008
0091D000447,X00224,00,00,049008
0091D003486,X01007,00,00,049010
0191D000031,060925,01,01,063037
0091D001681,X00224,00,00,939756
0291D001001,070149,02,02,939756
0291D000709,070149,02,02,939756
0091D003503,X01007,00,00,039268
0091D002151,X00224,00,00,049008
0091D003632,X00224,00,00,939756
0091D002744,X00224,00,00,049008
0091D000882,X00224,00,00,939756
0191D000171,060925,01,01,094072
0091D003057,X00224,00,00,049008
0091D002178,X00224,00,00,049008
0091D000772,X00224,00,00,939756
0291D000661,070149,02,02,939756
0091D002225,X00224,00,00,049008
0091D001257,X00224,00,00,939756
0091D001315,X00224,00,00,939756
0391D000068,050326,03,03,049008
0091D003113,X00224,00,00,049008
0291D000407,070149,02,02,939756
0291D000169,070149,02,02,939756
0291D000660,070149,02,02,939756
0091D002444,X00224,00,00,049008
0091D002867,X00224,00,00,049008
0091D000939,X00224,00,00,939756
0091D002701,X00224,00,00,939756
0091D000981,X00224,00,00,939756
0191D000156,060925,01,01,049008
0191D000254,060925,01,01,063037
0291D000407,070149,02,02,939756
0291D000763,070149,02,02,060470
0191D000414,060925,01,01,060283
0091D001583,X00224,00,00,939756
0691D000355,007544,06,06,003832
0091D003064,X00224,00,00,049008
0091D000112,X00224,00,00,049008
0091D002958,X00224,00,00,049008
0291D000987,070149,02,02,005576
0091D000585,X00224,00,00,939756
0291D001034,070149,02,02,939756
0091D000195,X00224,00,00,049008
0091D004181,X01007,00,00,039268
0091D002072,X00224,00,00,049008
0191D000519,060925,01,01,060283
0091D002585,X00224,00,00,939756
0091D000417,X00224,00,00,049008
0291D000662,070149,02,02,939756
0191D000204,060925,01,01,049008
0691D000277,009105,06,06,007935
0091D001247,X00224,00,00,939756
0191D000574,060925,01,01,005339
0091D001029,X00224,00,00,939756
0591D000165,X00457,05,05,981540
0091D000056,X00224,00,00,049008
0091D000683,X00224,00,00,939756
0291D000063,070220,02,02,100200
0091D002803,X00224,00,00,049008
0091D000610,X00224,00,00,939756
0091D003171,X00224,00,00,039268
0191D000290,060925,01,01,049008
0091D000894,X00224,00,00,939756
0091D003591,X01073,00,00,049010
0091D002950,X00224,00,00,049008
0591D000053,X00457,05,05,981540
0091D000839,X00224,00,00,939756
0891D000116,070629,08,08,004570
0091D003959,X01007,00,00,039268
0191D000416,060925,01,01,049008
0091D001873,X00224,00,00,049008
0291D000811,070149,02,02,939756
0091D000174,X00224,00,00,049008
0291D000415,070149,02,02,939756
0091D001344,X00224,00,00,939756
0291D000365,070149,02,02,939756
0291D000737,070149,02,02,939756
0091D002742,X00224,00,00,049008
0091D001360,X00224,00,00,939756
0291D000634,070149,02,02,939756
0291D000839,070149,02,02,939756
0091D004033,X01007,00,00,049010
0091D001512,X00224,00,00,939756
0091D000577,X00224,00,00,939756
0291D000315,070149,02,02,939756
0091D002783,X00224,00,00,049008
0591D000391,X00457,05,05,039268
0091D002437,X00224,00,00,049008
0091D003673,X01007,00,00,939756
0291D000127,070220,02,02,939756
0091D001457,X00224,00,00,939756
0091D001113,X00224,00,00,939756
0591D000247,X00457,05,05,039268
0291D000892,070149,02,02,071170
0091D000274,X00224,00,00,049008
0091D003740,X01007,00,00,049008
0091D004093,X01007,00,00,049010
0091D003856,X01007,00,00,049010
0691D000098,008907,06,06,049010
0291D000220,070149,02,02,939756
0291D000791,070149,02,02,939756
0591D000016,004570,05,05,981540
0291D000997,070149,02,02,939756
0591D000166,X00457,05,05,981540
0091D000584,X00224,00,00,939756
0091D000939,X00224,00,00,939756
0691D000241,009105,06,06,049010
0091D003634,X00224,00,00,939756
0091D003750,X01007,00,00,049008
0191D000453,060925,01,01,060364
0091D003549,X01007,00,00,049010
0091D000312,X00224,00,00,049008
0691D000105,008907,06,06,049010
0091D001173,X00224,00,00,939756
0091D001416,X00224,00,00,939756
0091D001544,X00224,00,00,939756
0091D000323,X00224,00,00,049008
0591D000169,X00457,05,05,981540
0091D003096,X00224,00,00,049008
0091D002728,X00224,00,00,049008
0291D000807,070149,02,02,939756
0191D000155,060925,01,01,049008
0191D000427,060925,01,01,049008
0291D000716,070149,02,02,939756
0291D000778,070149,02,02,939756
0291D000649,070149,02,02,939756
0091D001106,X00224,00,00,939756
0191D000022,060925,01,01,049008
0691D000309,009105,06,06,003549
0091D004169,X01007,00,00,039268
0091D003683,X00224,00,00,939756
0091D001784,X00224,00,00,939756
0091D003883,X01007,00,00,049010
0091D002342,X00224,00,00,049008
0291D000599,070149,02,02,939756
0091D003410,X01007,00,00,039268
0091D001470,X00224,00,00,939756
0091D000322,X00224,00,00,049008
0691D000356,007544,06,06,007935
0591D000088,X00457,05,05,005592
0091D000808,002241,00,00,939756
0091D000154,X00224,00,00,049008
0091D000525,X00224,00,00,939756
0891D000037,070629,08,08,070629
0091D002185,X00224,00,00,049008
0291D000233,070149,02,02,939756
0691D000364,007544,06,06,039365
0091D002525,X00224,00,00,939756
0591D000352,X00457,05,05,039268
0191D000485,060925,01,01,060577
0091D000100,X00224,00,00,049008
0091D001685,X00224,00,00,939756
0091D000929,X00224,00,00,939756
0091D003736,X01007,00,00,049008
0091D002787,X00224,00,00,049008
0691D000267,007544,06,06,006769
0091D000852,X00224,00,00,939756
0091D003378,X01007,00,00,039268
0091D002113,X00224,00,00,049008
0091D003806,X01007,00,00,939756
0091D001763,X00224,00,00,939756
0191D000225,060925,01,01,049008
0191D000520,060925,01,01,060283
0091D002767,X00224,00,00,039268
0091D002955,X00224,00,00,049008
0291D000015,070220,02,02,100200
0091D001389,X00224,00,00,939756
0291D001021,070149,02,02,005576
0091D000175,X00224,00,00,049008
0091D003553,X01007,00,00,049010
0091D001133,X00224,00,00,939756
0291D000938,070149,02,02,070149
0591D000277,X00457,05,05,981540
0291D000307,070149,02,02,100056
0191D000460,060925,01,01,096172
0091D001517,X00224,00,00,939756
0091D003671,X00224,00,00,939756
0091D001627,X00224,00,00,939756
0691D000170,009105,06,06,049010
0091D003069,X00224,00,00,049008
0191D000519,060925,01,01,060283
0291D000782,070149,02,02,939756
0091D000566,X00224,00,00,939756
0191D000346,060925,01,01,049008
0291D000601,070149,02,02,939756
0091D001474,X00224,00,00,939756
0091D001984,X00224,00,00,049008
0191D000215,060925,01,01,049008
0291D000483,070149,02,02,939756
0091D002840,X00224,00,00,049008
0091D001494,X00224,00,00,939756
0091D003434,X01007,00,00,039268
0091D002940,X00224,00,00,049008
0291D000910,070149,02,02,939756
0191D000251,060925,01,01,060364
0091D002850,X00224,00,00,049008
0591D000095,X00457,05,05,005592
0291D000980,070149,02,02,939756
0591D000338,X00457,05,05,039268
0291D000786,070149,02,02,100111
0091D001506,X00224,00,00,939756
0091D000168,X00224,00,00,049008
0091D001403,X00224,00,00,939756
0091D002512,X00224,00,00,939756
0591D000319,X00457,05,05,039268
0091D001247,X00224,00,00,939756
0091D003836,X01007,00,00,049008
0091D001127,X00224,00,00,939756
0091D002453,X00224,00,00,049008
0091D003464,X00224,00,00,939756
0091D001703,X00224,00,00,939756
0091D000761,X00224,00,00,939756
0091D001240,X00224,00,00,939756
0091D002193,X00224,00,00,049008
0091D001589,X00224,00,00,939756
0091D000349,X00224,00,00,049008
0091D004016,X01007,00,00,039268
0591D000447,X00457,05,05,981540
0091D002626,X00224,00,00,007811
0291D000728,070149,02,02,939756
0091D001925,X00224,00,00,049008
0091D002871,X00224,00,00,049008
0091D001586,X00224,00,00,939756
0091D003933,X01007,00,00,039268
0091D001450,X00224,00,00,939756
0291D000562,070149,02,02,939756
0191D000556,060925,01,01,005339
0191D000139,060925,01,01,049008
0291D000155,070149,02,02,939756
0091D000661,X00224,00,00,939756
0091D003074,X00224,00,00,049008
0891D000075,070629,08,08,070629
0091D002840,X00224,00,00,049008
0091D003165,X00224,00,00,007811
0091D002300,X00224,00,00,049008
0091D003555,X01007,00,00,049010
0091D001184,X00224,00,00,939756
0591D000448,X00457,05,05,981540
0091D002589,X00224,00,00,939756
0291D000623,070149,02,02,939756
0691D000287,007544,06,06,006572
0891D000047,070629,08,08,070629
0091D000411,X00224,00,00,049008
0291D000410,070149,02,02,939756
0691D000081,009105,06,06,049010
0091D001567,X00224,00,00,939756
0091D002726,X00224,00,00,049008
0691D000247,009105,06,06,049010
0091D002236,X00224,00,00,049008
0091D001141,X00224,00,00,939756
0091D003720,X01007,00,00,049008
0091D003569,X01007,00,00,049010
0291D000549,070149,02,02,939756
0591D000147,X00457,05,05,981540
0091D002162,X00224,00,00,049008
0191D000050,060925,01,01,063037
0191D000075,060925,01,01,060364
0291D000596,070149,02,02,939756
0291D000353,070149,02,02,939756
0691D000118,008907,06,06,049010
0091D004072,X01007,00,00,049010
0291D000307,070149,02,02,100056
0091D003683,X00224,00,00,939756
0591D000279,X00457,05,05,981540
0091D001594,X00224,00,00,939756
0091D000560,X00224,00,00,939756
0091D001589,X00224,00,00,939756
0291D001025,070149,02,02,939756
0291D000077,070220,02,02,100111
0091D000578,X00224,00,00,939756
0091D003230,X01007,00,00,104124
0191D000096,060925,01,01,049008
0091D000054,X00224,00,00,049008
0091D003586,X01007,00,00,049008
0091D002504,X00224,00,00,939756
0091D002298,X00224,00,00,049008
0191D000167,060925,01,01,060364
0091D003788,X01007,00,00,007811
0091D001517,X00224,00,00,939756
0091D001699,X00224,00,00,939756
0091D003946,X01007,00,00,039268
0291D000861,070149,02,02,939756
0091D002766,X00224,00,00,039268
0091D003739,X01007,00,00,049008
0291D000872,070149,02,02,005576
0191D000295,060925,01,01,049008
0091D003828,X01007,00,00,049008
0091D001344,X00224,00,00,939756
0191D000260,060925,01,01,005339
0091D000035,X00224,00,00,049008
0591D000408,X00457,05,05,039268
0691D000346,007544,06,06,009555
0091D002510,X00224,00,00,939756
0091D000549,X00224,00,00,939756
0291D000468,070149,02,02,939756
0291D000698,070149,02,02,939756
0591D000215,X00457,05,05,981540
0091D000980,X00224,00,00,939756
0291D000686,070149,02,02,939756
0091D000843,X00224,00,00,939756
0091D003563,X00224,00,00,939756
0091D001094,X00224,00,00,939756
0691D000322,009105,06,06,039365
0091D003579,X00224,00,00,939756
0091D004073,X01007,00,00,049010
0291D000207,070149,02,02,939756
0091D003130,X00224,00,00,049008
0091D002341,X00224,00,00,049008
0091D000311,X00224,00,00,049008
0591D000257,X00457,05,05,039268
0091D003742,X01007,00,00,049008
0091D003576,X01007,00,00,049008
0191D000162,060925,01,01,063037
0091D004021,X01007,00,00,039268
0091D003350,X00224,00,00,939756
0091D003440,X01007,00,00,039268
0291D000581,070149,02,02,939756
0291D000315,070149,02,02,939756
0091D000998,X00224,00,00,939756
0291D000433,070149,02,02,939756
0091D001738,X00224,00,00,939756
0091D000682,X00224,00,00,939756
0091D001338,X00224,00,00,939756
0091D002816,X00224,00,00,049008
0091D003443,X01007,00,00,039268
0091D000357,X00224,00,00,049008
0091D002513,X00224,00,00,939756
0091D002095,X00224,00,00,049008
0091D000482,X00224,00,00,049008
0291D000852,070149,02,02,939756
0191D000091,060925,01,01,049008
0091D002111,X00224,00,00,049008
0091D000187,X00224,00,00,049008
0091D001980,X00224,00,00,049008
0091D003033,X00224,00,00,049008
0091D003701,X00224,00,00,939756
0091D003584,X01007,00,00,049008
0191D000085,060925,01,01,060178
0091D002629,X00224,00,00,008711
0091D000817,X00224,00,00,939756
0091D003184,X01007,00,00,039268
0091D004060,X01007,00,00,049010
0091D001857,X00224,00,00,049008
0091D001123,X00224,00,00,939756
0091D001417,X00224,00,00,939756
0291D000692,070149,02,02,939756
0091D001909,X00224,00,00,939756
0091D001009,X00224,00,00,049008
0091D000145,X00224,00,00,049008
0091D003620,X00224,00,00,939756
0091D004236,X01007,00,00,049010
0591D000079,X00457,05,05,004570
0091D000453,X00224,00,00,049008
0091D003784,X01007,00,00,939756
0091D003823,X01007,00,00,049008
0391D000033,050326,03,03,049008
0091D001846,X00224,00,00,049008
0091D002093,X00224,00,00,049008
0691D000207,009105,06,06,049010
0091D002853,X00224,00,00,049008
0091D003292,X00224,00,00,039268
0091D000030,X00224,00,00,049008
0091D001933,X00224,00,00,049008
0091D002789,X00224,00,00,049008
0091D003412,X01007,00,00,039268
0291D000202,070149,02,02,939756
0091D000297,X00224,00,00,049008
0091D002975,X00224,00,00,049008
0091D001289,X00224,00,00,939756
0091D002254,X00224,00,00,049008
0291D000407,070149,02,02,939756
0091D002803,X00224,00,00,049008
0291D000069,070220,02,02,100056
0691D000367,007544,06,06,039365
0091D000787,X00224,00,00,939756
0091D000848,X00224,00,00,939756
0291D000465,070149,02,02,939756
0291D000591,070149,02,02,939756
0091D002260,X00224,00,00,049008
0091D001157,X00224,00,00,939756
0091D001606,X00224,00,00,939756
0091D002734,X00224,00,00,049008
0091D001936,X00224,00,00,049008
0291D000320,070220,02,02,100111
0291D000809,070149,02,02,939756
0191D000098,060925,01,01,049008
0091D001632,X00224,00,00,939756
0291D000240,070149,02,02,005576
0191D000575,060925,01,01,005339
0091D001244,X00224,00,00,939756
0591D000287,X00457,05,05,039268
0091D003575,X00224,00,00,939756
0091D001182,X00224,00,00,939756
0291D000299,070149,02,02,939756
0091D003291,X01007,00,00,039268
0291D000615,070149,02,02,939756
0091D004001,X01007,00,00,039268
0291D000279,070149,02,02,939756
0091D001419,X00224,00,00,939756
0091D000468,X00224,00,00,049008
0291D000918,070149,02,02,007102
0091D003690,X00224,00,00,939756
0291D000938,070149,02,02,070149
0091D000210,X00224,00,00,049008
0091D001144,X00224,00,00,939756
0891D000003,070629,08,08,992258
0091D002376,X00224,00,00,049008
0091D000324,X00224,00,00,049008
0191D000169,060925,01,01,060364
0091D001285,X00224,00,00,939756
0091D001436,X00224,00,00,939756
0091D003133,X00224,00,00,049008
0691D000117,007544,06,06,049010
0091D001643,X00224,00,00,939756
0391D000114,050326,03,03,049008
0091D002862,X00224,00,00,049008
0291D000075,070220,02,02,100111
0891D000003,070629,08,08,992258
0191D000050,060925,01,01,063037
0091D000497,X00224,00,00,939756
0091D001106,X00224,00,00,939756
0291D000055,070220,02,02,100200
0091D002699,X00224,00,00,049008
0091D002236,X00224,00,00,049008
0091D001061,X00224,00,00,939756
0191D000178,060925,01,01,060143
0691D000153,009105,06,06,049010
0091D002748,X00224,00,00,049008
0291D000234,070149,02,02,939756
0091D003699,X01007,00,00,939756
0091D004159,X01007,00,00,049010
0191D000216,060925,01,01,049008
0091D002249,X00224,00,00,049008
0091D000957,X00224,00,00,939756
0091D001175,X00224,00,00,939756
0091D003059,X00224,00,00,049008
0591D000372,X00457,05,05,039268
0091D003632,X00224,00,00,939756
0691D000276,009105,06,06,007935
0191D000415,060925,01,01,049008
0291D000906,070149,02,02,939756
0091D003880,X01007,00,00,049010
0091D002170,X00224,00,00,049008
0091D001724,X00224,00,00,939756
0091D000435,X00224,00,00,049008
0091D001498,X00224,00,00,939756
0091D003031,X00224,00,00,049008
0091D001914,X00224,00,00,049008
0891D000074,070629,08,08,070629
0091D000214,X00224,00,00,049008
0291D000609,070149,02,02,939756
0291D000407,070149,02,02,939756
0091D003353,X01007,00,00,039268
0091D000041,X00224,00,00,049008
0291D000746,070149,02,02,070149
0091D003982,X01007,00,00,039268
0091D002476,X00224,00,00,039268
0291D000550,070149,02,02,939756
0091D000710,X00224,00,00,939756
0091D000989,X00224,00,00,939756
0091D001272,X00224,00,00,939756
0191D000303,060925,01,01,049008
0091D000761,X00224,00,00,939756
0091D003873,X01007,00,00,049010
0091D001207,X00224,00,00,939756
0091D004113,X01007,00,00,049010
0091D002236,X00224,00,00,049008
0291D000305,070149,02,02,939756
0091D003630,X00224,00,00,939756
0091D001114,X00224,00,00,939756
0091D002515,X00224,00,00,939756
0291D000267,070149,02,02,939756
0091D003229,X01007,00,00,104124
0691D000007,007544,06,06,049010
0291D000604,070149,02,02,939756
0591D000074,X00457,05,05,981540
0091D001527,X00224,00,00,939756
0091D003672,X00224,00,00,939756
0091D003776,X01007,00,00,049008
0591D000422,X00457,05,05,039268
0091D003174,X00224,00,00,039268
0091D003131,X00224,00,00,049008
0091D002578,X00224,00,00,939756
0091D000053,X00224,00,00,049008
0691D000272,007544,06,06,009245
0591D000106,X00457,05,05,005592
0091D000566,X00224,00,00,939756
0091D003784,X01007,00,00,939756
0091D003437,X00221,00,00,939756
0091D003867,X01007,00,00,049010
0091D001527,X00224,00,00,939756
0191D000455,060925,01,01,060739
0691D000127,008907,06,06,049010
0091D001761,X00224,00,00,939756
0091D001830,X00224,00,00,049008
0091D001227,X00224,00,00,939756
0291D000318,070149,02,02,939756
0091D003305,X01007,00,00,039268
0291D000659,070149,02,02,939756
0091D001147,X00224,00,00,939756
0091D001237,X00224,00,00,939756
0191D000562,060925,01,01,094072
0091D001803,X00224,00,00,049008
0591D000293,X00457,05,05,039268
0091D000756,X00224,00,00,939756
0591D000405,X00457,05,05,039268
0091D002757,X00224,00,00,049008
0091D004257,X01007,00,00,039268
0091D003360,X01007,00,00,039268
0191D000309,060925,01,01,049008
0091D002026,X00224,00,00,049008
0091D003194,X01007,00,00,039268
0091D003230,X01007,00,00,104124
0391D000132,050326,03,03,049008
0091D003669,X00224,00,00,939756
0091D002352,X00224,00,00,049008
0091D002101,X00224,00,00,049008
0291D000247,070149,02,02,939756
0091D004154,X01007,00,00,049010
0091D001093,X00224,00,00,939756
0091D000139,X00224,00,00,049008
0091D001305,X00224,00,00,939756
0091D001688,X00224,00,00,939756
0291D000372,070149,02,02,071170
0291D000813,070149,02,02,939756
0291D000296,070149,02,02,939756
0291D000071,070220,02,02,100056
0091D002703,X00224,00,00,049008
0091D003202,X01007,00,00,039268
0591D000407,X00457,05,05,039268
0891D000030,070629,08,08,070629
0591D000118,X00457,05,05,981540
0291D000324,070149,02,02,939756
0091D001711,X00224,00,00,939756
0191D000253,060925,01,01,063037
0091D000751,X00224,00,00,939756
0091D003358,X01007,00,00,039268
0691D000267,007544,06,06,006769
0291D000826,070149,02,02,939756
0091D002484,X00224,00,00,939756
0091D002207,X00224,00,00,049008
0291D001003,070149,02,02,939756
0191D000595,060925,01,01,096172
0091D003960,X01007,00,00,039268
0091D001223,X00224,00,00,939756
0591D000085,X00457,05,05,005592
0091D002414,X00224,00,00,049008
0691D000007,007544,06,06,049010
0091D003413,X01007,00,00,039268
0091D002673,X00224,00,00,939756
0091D002748,X00224,00,00,049008
0091D000078,X00224,00,00,049008
0091D000638,X00224,00,00,939756
0591D000148,X00457,05,05,981540
0591D000273,X00457,05,05,981540
0291D000895,070149,02,02,071111
0091D001706,X00224,00,00,939756
0291D000772,070149,02,02,939756
0391D000135,050326,03,03,049008
0291D000238,070149,02,02,005576
0191D000166,060925,01,01,060364
0591D000436,X00457,05,05,039268
0291D000696,070149,02,02,939756
0091D002568,X00224,00,00,939756
0091D003901,X01007,00,00,049010
0291D000650,070149,02,02,939756
0091D003006,X00224,00,00,049008
0091D003895,X01007,00,00,049010
0091D001244,X00224,00,00,939756
0091D003992,X01007,00,00,039268
0091D003273,X01007,00,00,039268
0091D000971,X00224,00,00,939756
0091D004053,X01007,00,00,049010
0291D000180,070149,02,02,939756
0291D000629,070149,02,02,939756
0091D003034,X00224,00,00,049008
0091D000108,X00224,00,00,049008
0391D000001,050326,03,03,049008
0091D003107,X00224,00,00,049008
0091D001438,X00224,00,00,939756
0191D000162,060925,01,01,063037
0091D000077,X00224,00,00,049008
0091D003409,X01007,00,00,039268
0091D000471,X00224,00,00,049008
0091D002101,X00224,00,00,049008
0091D000386,X00224,00,00,049008
0191D000327,060925,01,01,049008
0191D000291,060925,01,01,049008
0091D000066,X00224,00,00,049008
0091D003150,X01007,00,00,039268
0091D002802,X00224,00,00,002895
0191D000382,060925,01,01,049008
0591D000412,X00457,05,05,039268
0091D003742,X01007,00,00,049008
0291D000081,070220,02,02,100111
0591D000039,004570,05,05,004570
0591D000042,X00457,05,05,981540
0291D000787,070149,02,02,939756
0091D001310,X00224,00,00,939756
0191D000049,060925,01,01,063037
0091D004356,X01007,00,00,049008
0091D001979,X00224,00,00,049008
0191D000303,060925,01,01,049008
0091D003463,X00224,00,00,939756
0091D001493,X00224,00,00,939756
0191D000446,060925,01,01,094072
0091D000086,X00224,00,00,049008
0091D001226,X00224,00,00,939756
0291D000654,070149,02,02,939756
0091D003200,X01007,00,00,039268
0591D000404,X00457,05,05,039268
0291D000609,070149,02,02,939756
0091D002722,X00224,00,00,939756
0291D000514,070149,02,02,939756
0091D000637,X00224,00,00,939756
0091D003837,X01007,00,00,049008
0291D000258,070149,02,02,939756
0091D002891,X00224,00,00,049008
0091D002041,X00224,00,00,049008
0191D000343,060925,01,01,049008
0091D002339,X00224,00,00,049008
0091D002861,X00224,00,00,049008
0091D000976,X00224,00,00,939756
0091D000804,X00224,00,00,939756
0291D000549,070149,02,02,939756
0091D001797,X00224,00,00,049008
0091D000296,X00224,00,00,049008
0891D000084,070629,08,08,992258
0091D001214,X00224,00,00,939756
0191D000322,060925,01,01,049008
0191D000517,060925,01,01,060976
0091D002586,X00224,00,00,939756
0091D000510,X00224,00,00,939756
0291D000679,070149,02,02,939756
0091D003227,X01007,00,00,104124
0091D003973,X01007,00,00,039268
0091D002493,X00224,00,00,939756
0191D000203,060925,01,01,049008
0091D003708,X00224,00,00,939756
0091D000453,X00224,00,00,049008
0191D000291,060925,01,01,049008
0091D001491,X00224,00,00,939756
0091D004241,X01007,00,00,049010
0091D003067,XX0022,00,00,049008
0091D003388,X01007,00,00,039268
0291D000774,070149,02,02,939756
0091D004207,X01007,00,00,049010
0291D000725,070149,02,02,939756
0091D003281,X01007,00,00,049008
0091D002315,X00224,00,00,049008
0091D000299,X00224,00,00,049008
0091D003797,X01007,00,00,939756
0091D002712,X00224,00,00,049008
0091D001172,X00224,00,00,939756
0091D001194,X00224,00,00,939756
0091D001940,X00224,00,00,049008
0091D003878,X01007,00,00,049010
0591D000338,X00457,05,05,039268
0091D004185,X01007,00,00,049010
0091D001719,X00224,00,00,939756
0291D000310,070149,02,02,939756
0091D000449,X00224,00,00,049008
0091D001434,X00224,00,00,939756
0091D003804,X01007,00,00,939756
0591D000162,X00457,05,05,981540
0091D002532,X00224,00,00,939756
0091D003666,X00224,00,00,939756
0191D000266,060925,01,01,049008
0091D002444,X00224,00,00,049008
0091D001126,X00224,00,00,939756
0091D003012,X00224,00,00,049008
0091D000979,X00224,00,00,939756
0091D004158,X01007,00,00,039268
0091D000842,X00224,00,00,939756
0191D000557,060925,01,01,060895
0091D001570,X00224,00,00,049008
0091D004309,X01007,00,00,049008
0091D000633,002241,00,00,939756
0291D000923,070149,02,02,939756
0091D002276,X00224,00,00,049008
0091D000073,X00224,00,00,049008
0291D000923,070149,02,02,939756
0591D000242,X00457,05,05,039268
0091D000361,X00224,00,00,049008
0091D003485,X01007,00,00,049010
0291D000905,070149,02,02,939756
0691D000195,007544,06,06,002119
0091D002263,X00224,00,00,049008
0091D004132,X01007,00,00,010073
0091D003373,X00224,00,00,939756
0091D001439,X00224,00,00,939756
0091D003982,X01007,00,00,039268
0291D000529,070149,02,02,100111
0091D000764,X00224,00,00,939756
0291D000170,070149,02,02,939756
0091D003846,X01007,00,00,049010
0391D000092,050326,03,03,049008
0691D000204,009105,06,06,002712
0291D000056,070220,02,02,100200
0291D000591,070149,02,02,939756
0091D000404,X00224,00,00,049008
0291D000412,070149,02,02,939756
0291D000353,070149,02,02,939756
0091D003343,X00224,00,00,939756
0091D002336,X00224,00,00,049008
0091D003602,X00224,00,00,939756
0191D000093,060925,01,01,049008
0091D000437,X00224,00,00,049008
0091D004033,X01007,00,00,049010
0091D002996,X00224,00,00,049008
0291D000190,070149,02,02,939756
0691D000128,008907,06,06,049010
0391D000133,050326,03,03,049008
0091D002498,X00224,00,00,939756
0091D001677,X00224,00,00,939756
0091D002270,X00224,00,00,049008
0091D002382,X00224,00,00,049008
0391D000092,050326,03,03,049008
0091D003312,X01007,00,00,039268
0091D003047,X00224,00,00,049008
